s	label	match	strunz	notes	elements	crystal	url	ima
gcmin:tinticite	Tinticite	<https://www.mindat.org/1:1:3970:9>	08.DC.32	Stringham B (1946) Tinticite, a new mineral from Utah, American Mineralogist 31, 395-400 Chemical formula revised from Fe^3+^_5.3_(PO_4_)_4_(OH)_4_·6.7H_2_O: Kolitsch U, Lengauer C L, Giester G (2016) Crystal structure and isotypism of the iron(III) arsenate kamarizaite and the iron(III) phosphate tinticite. European Journal of Mineralogy 28, 71-81	Fe | P | O | H	triclinic	http://www.mindat.org/min-3970.html	
gcmin:tintinaite	Tintinaite	<https://www.mindat.org/1:1:3971:6>	02.HB.10a	Harris D C, Jambor J L, Lachance G R, Thorpe R I (1968) Tintinaite, the antimony analogue of kobellite, The Canadian Mineralogist 9, 371-382 Chemical formula revised: Moëlo Y, Jambor J L, Harris D C (1984) Tintinaïte et sulfosels associés de tintina (Yukon): la cristallochimie de la série de la kobellite, The Canadian Mineralogist 22, 219-226	Pb | Cu | Sb | S	monoclinic	http://www.mindat.org/min-3971.html	IMA1967-010
gcmin:tinzenite	Tinzenite	<https://www.mindat.org/1:1:3972:3>	09.BD.20	Jakob J (1923) Vier Mangansilikate aus dem Val d'Err (Kt. Graubünden). Schweizerische Mineralogische und Petrographische Mitteilungen 3, 227-237 Tinzenite is identified as Ca-poor axinite and its chemical formula revised from H_2_Ca_3_Al_4_Mn^3+^_4_Si_8_O_32_ to H(Ca,Mn,Fe,Mg)_3_Al_2_BSi_4_O_16_: Milton C A, Hildebrand F A, Sherwood A M (1953) The identity of tinzenite with manganoan axinite. American Mineralogist 38, 1148-1158 Redefined: Sanero E, Gottardi G (1968) Nomenclature and crystal-chemistry of axinites, American Mineralogist 53, 1407-1411 Chemical formula revised from Ca_6_Al_4_[B_2_Si_8_O_30_](OH)_2_ to Ca_2_Mn^2+^_4_Al_4_[B_2_Si_8_O_30_&#93; &nbsp;   (OH)_2_: Hålenius U, Hatert F, Pasero M, Mills S J (2016) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 32. New minerals and nomenclature modifications approved in 2016. Mineralogical Magazine 80, 915-922	Ca | Mn | Al | B | Si | O | H	triclinic	http://www.mindat.org/min-3972.html	
gcmin:tiptopite	Tiptopite	<https://www.mindat.org/1:1:3973:0>	08.DA.25	Grice J D, Peacor D R, Robinson G W, Van Velthuizen J, Roberts W L, Campbell T J, Dunn P J (1985) Tiptopite (Li,K,Na,Ca,[box])_8_Be_6_(PO_4_)_6_(OH)_4_, a new mineral species from the Black Hills, South Dakota, The Canadian Mineralogist 23, 43-46	K | Li | Na | Ca | Be | P | O | H	hexagonal	http://www.mindat.org/min-3973.html	IMA1983-007
gcmin:tiragalloite	Tiragalloite	<https://www.mindat.org/1:1:3974:7>	09.BJ.25	Gramaccioli C M, Griffin W L, Mottana A (1980) Tiragalloite, Mn_4_[AsSi_3_O_12_(OH)], a new mineral and the first example of arsenatotrisilicate, American Mineralogist 65, 947-952	Mn | As | Si | O | H	monoclinic	http://www.mindat.org/min-3974.html	IMA1979-061
gcmin:tischendorfite	Tischendorfite	<https://www.mindat.org/1:1:11112:6>	02.BC.65	Stanley C J, Criddle A J, Föster H J, Roberts A C (2002) Tischendorfite, Pd_8_Hg_3_Se_9_, a new mineral species from Tilkerode, Harz Mountains, Germany, The Canadian Mineralogist 40, 739-745	Pd | Hg | Se	orthorhombic	http://www.mindat.org/min-11112.html	IMA2001-061
gcmin:tisinalite	Tisinalite	<https://www.mindat.org/1:1:3976:1>	09.CJ.15a	Kapustin Y L, Pudovkina Z V, Bykova A V (1980) Tinsinalite, Na3H3(Mn,Ca,Fe)TiSi6(O,OH)18·2H2O, a new mineral of the lovozerite group, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 109, issue 2, 223-229 Chemical formula revised: Pekov I V, Krivovichev S V, Zolotarev A A, Yakovenchuk V N, Armbruster T, Pakhomovsky Y A (2009) Crystal chemistry and nomenclature of the lovozerite group, European Journal of Mineralogy 21, 1061-1071	Na | Mn | Ti | Si | O | H	hexagonal	http://www.mindat.org/min-3976.html	IMA1979-052
gcmin:tissintite	Tissintite	<https://www.mindat.org/1:1:43890:8>	09.DA.25				https://www.mindat.org/min-43890.html	
gcmin:titanite	Titanite	<https://www.mindat.org/1:1:3977:8>	09.AG.15	Klaproth M H (1795) Untersuchung eines neuen Fossils aus dem Passauischen, Beiträge zur Chemischen Kenntniss der Mineralkörper 1, 245-252	Ca | Ti | Si | O	monoclinic	http://www.mindat.org/min-3977.html	
<https://w3id.org/geochem/1.0/mingroup/39493>	Titanite Group	<https://www.mindat.org/1:1:39493:2>					https://mindat.org/min-39493.html	
gcmin:titanium	Titanium	<https://www.mindat.org/1:1:7339:0>	01.AB.05	Fang Q, Bai W, Yang J, Rong H, Shi N, Li G, Xiong M, Ma Z (2013) Titanium, Ti, a new mineral species from Luobusha, Tibet, China. Acta Geologica Sinica 87, 1275-1280	Ti	hexagonal, cubic	http://www.mindat.org/min-7339.html	IMA2010-044
gcmin:titanoholtite	Titanoholtite	<https://www.mindat.org/1:1:43589:5>	09.AJ.10	Pieczka A, Evans R J, Grew E S, Groat L A, Ma C, Rossman G R (2013) The dumortierite supergroup. II. Three new minerals from the Szklary pegmatite, SW Poland: Nioboholtite, (Nb_0.6_[box]_0.4_)Al_6_BSi_3_O_18_, titanoholtite, (Ti_0.75_[box]_0.25_)Al_6_BSi_3_O_18_, and szklaryite, [box]Al_6_BAs^3+^_3_O_15_. Mineralogical Magazine 77, 2841-2856	Ti | Al | B | Si | O	orthorhombic	https://www.mindat.org/min-43589.html	IMA2012-069
gcmin:titanomaghemite	Titanomaghemite	<https://www.mindat.org/1:1:29152:9>	04.BB.15	Basta E Z (1953) Mineralogical aspects of the system FeO-Fe_2_O_3_-TiO_2_, in Ph.D, Thesis, University of Bristol 71-72	Ti | Fe | O	cubic	http://www.mindat.org/min-29152.html	
gcmin:titanowodginite	Titanowodginite	<https://www.mindat.org/1:1:3979:2>	04.DB.40	Ercit T S, Cerný P, Hawthorne F C (1992) The wodginite group. III. Classification and new species, The Canadian Mineralogist 30, 633-638	Mn | Ti | Ta | O	monoclinic	http://www.mindat.org/min-3979.html	IMA1984-008
gcmin:titantaramellite	Titantaramellite	<https://www.mindat.org/1:1:3980:8>	09.CE.20	Alfors J T, Pabst A (1984) Titanian taramellites in western North America, American Mineralogist 69, 358-373	Ba | Ti | Fe | Mg | O | H | B | Si | Cl	orthorhombic	http://www.mindat.org/min-3980.html	IMA1977-046
gcmin:tivanite	Tivanite	<https://www.mindat.org/1:1:3981:5>	04.DB.45	Grey I E, Nickel E H (1981) Tivanite, a new oxyhydroxide mineral from Western Australia, and its structural relationship to rutile and diaspore, American Mineralogist 66, 866-871	Ti | V | O | H	monoclinic	http://www.mindat.org/min-3981.html	IMA1980-035
gcmin:tlalocite	Tlalocite	<https://www.mindat.org/1:1:3982:2>	07.DE.20	Williams S A (1975) Xocomecatlite, Cu3TeO4(OH)4, and tlalocite, Cu10Zn6(TeO3)(TeO4)2Cl(OH)25·27H2O, two new minerals from Moctezuma, Sonora, Mexico, Mineralogical Magazine 40, 221-226	Cu | Zn | Te | O | Cl | H		http://www.mindat.org/min-3982.html	IMA1974-047
gcmin:tlapallite	Tlapallite	<https://www.mindat.org/1:1:3983:9>	04.JL.25	Williams S A, Duggan M (1978) Tlapallite, a new mineral from Moctezuma, Sonora, Mexico, Mineralogical Magazine 42, 183-186	H | Ca | Pb | Cu | Zn | O | S | Te	monoclinic	http://www.mindat.org/min-3983.html	IMA1977-044
gcmin:tobelite	Tobelite	<https://www.mindat.org/1:1:3984:6>	09.EC.15	Higashi S (1982) Tobelite, a new ammonium dioctahedral mica, Mineralogical Journal 11, 138-146	N | H | Al | Si | O	monoclinic	http://www.mindat.org/min-3984.html	IMA1981-021
gcmin:tobermorite	Tobermorite	<https://www.mindat.org/1:1:3985:3>	09.DG.10	Heddle M F (1882) Preliminary notice of substances which may prove to be new minerals. Tobermorite, Mineralogical Magazine 4, 117-123	Ca | Si | O | H	triclinic, monoclinic, unknown	http://www.mindat.org/min-3985.html	
<https://w3id.org/geochem/1.0/mingroup/39598>	Tobermorite Group	<https://www.mindat.org/1:1:39598:6>					https://mindat.org/min-39598.html	
<https://w3id.org/geochem/1.0/mingroup/46953>	Tobermorite Supergroup	<https://www.mindat.org/1:1:46953:7>					https://mindat.org/min-46953.html	
gcmin:tochilinite	Tochilinite	<https://www.mindat.org/1:1:3986:0>	02.FD.35	Organova N I, Genkin A D, Drits V A, Molotkov S P, Kuz'mina O V, Dmitrik A L (1971) Tochilinite, a new sulfide-hydroxide of iron and magnesium, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 100, issue 4, 477-487	Fe | S | Mg | O | H	triclinic	http://www.mindat.org/min-3986.html	IMA1971-002
gcmin:tocornalite	Tocornalite	<https://www.mindat.org/1:1:3987:7>	03.AA.10		Ag | Hg | I		http://www.mindat.org/min-3987.html	
gcmin:todorokite	Todorokite	<https://www.mindat.org/1:1:3988:4>	04.DK.10	Yoshimura T (1934) "Todorokite", a new manganese mineral from the Todoroki mine, Hokkaido, Japan, Journal of the Faculty of Science, Hokkaido Imperial University, Series IV, Geology and Mineralogy 2, 289-297	Na | Ca | K | Ba | Sr | Mn | Mg | Al | O | H	monoclinic	http://www.mindat.org/min-3988.html	
gcmin:tokkoite	Tokkoite	<https://www.mindat.org/1:1:3989:1>	09.DG.75	Hawthorne F C, Burke E A J, Ercit T S, Grew E S, Grice J D, Jambor J L, Puziewicz J, Roberts A C, Vanko D A (1988) New mineral names, American Mineralogist 73, 189-199 Chemical formula revised: Rozhdestvenskaya I V, Nikishova L V, Lazebnik Yu D, Lazebnik K A (1989) The crystal structure of tokkoite and its relation to the structure of tinaksite, Zeitschrift für Kristallographie 189, 195-204	K | Ca | Si | O | H | F	triclinic	http://www.mindat.org/min-3989.html	IMA1985-009
gcmin:tokyoite	Tokyoite	<https://www.mindat.org/1:1:25633:1>	08.BG.05	Matsubara S, Miyawaki R, Yokoyama K, Shimizu M, Imai H (2004) Tokyoite, Ba_2_Mn^3+^(VO_4_)_2_(OH), a new mineral from the Shiromaru mine, Okutama, Tokyo, Japan, Journal of Mineralogical and Petrological Sciences 99, 363-367	Ba | Mn | V | O | H	monoclinic	http://www.mindat.org/min-25633.html	IMA2003-036
gcmin:tolbachite	Tolbachite	<https://www.mindat.org/1:1:3990:7>	03.AB.05	Bergasova L P, Filatov S K (1983) New mineral tolbachite CuCl_2_, Doklady Akademii Nauk SSSR 270, 415-417	Cu | Cl	monoclinic	http://www.mindat.org/min-3990.html	IMA1982-067
gcmin:tolovkite	Tolovkite	<https://www.mindat.org/1:1:3991:4>	02.EB.25	Razin L V, Rudashevskii N S, Sidorenko G A (1981) Tolovkite, IrSbS, a new sulfoantimonide of iridium from northeastern USSR, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 110(4), 474-480	Ir | Sb | S	orthorhombic	http://www.mindat.org/min-3991.html	IMA1980-055
gcmin:tomamaeite	Tomamaeite	<https://www.mindat.org/1:1:54635:9>	01.AH				https://www.mindat.org/min-54635.html	
gcmin:tomichite	Tomichite	<https://www.mindat.org/1:1:3993:8>	04.JB.55	Nickel E H, Grey I E (1979) Tomichite, a new oxide mineral from Western Australia, Mineralogical Magazine 43, 469-471	V | Ti | As | O | H	monoclinic	http://www.mindat.org/min-3993.html	IMA1978-074
gcmin:tomsquarryite	Tomsquarryite	<https://www.mindat.org/1:1:56116:3>	08.DM				https://www.mindat.org/min-56116.html	
gcmin:tondiite	Tondiite	<https://www.mindat.org/1:1:45964:6>	03.DA.10c	Malcherek T, Bindi L, Dini M, Ghiara M R, Molina Donoso A, Nestola F, Rossi M, Schlüter J (2014) Tondiite, Cu_3_Mg(OH)_6_Cl_2_, the Mg-analogue of herbertsmithite. Mineralogical Magazine 78, 583-590	Cu | Mg | Cl | O | H	hexagonal	https://www.mindat.org/min-45964.html	IMA2013-077
gcmin:tongbaite	Tongbaite	<https://www.mindat.org/1:1:3994:5>	01.BA.15	Peixue T, Qingsong F, Keqiao C, Zhizhong P (1983) A study on tongbaite - a new mineral, Acta Mineralogica Sinica 3, 241-245	Cr | C	orthorhombic	http://www.mindat.org/min-3994.html	IMA1982-003
gcmin:tooeleite	Tooeleite	<https://www.mindat.org/1:1:3995:2>	04.JD.15	Cesbron F P, Williams S A (1992) Tooeleite, a new mineral from the U.S. mine, Tooele County, Utah, Mineralogical Magazine 56, 71-73 Chemical formula revised: Morin G, Rousse G, Elkaim E (2007) Crystal structure of tooeleite, Fe6(AsO3)4SO4(OH)4·4H2O, a new iron arsenite oxyhydroxysulfate mineral relevant to acid mine drainage, American Mineralogist 92, 193-197	Fe | As | O | S | H	monoclinic	http://www.mindat.org/min-3995.html	IMA1990-010
gcmin:topaz	Topaz	<https://www.mindat.org/1:1:3996:9>	09.AF.35	A mineral name that predates its formal definition. For instance: Pliny [translated by Hardouin, 1685] (77) Topazion, in Caii Plinii secundi Naturalis historiae libri XXXVII interpretatione et notis illustravit Joannes Harduinus in usum Delphini, Franciscum Muguet (Paris) 364-364 Formal definition: Henkel J F (1737) De topasio vera Saxonum, orientali non inferiore, Acta Physico-medica Academiae Caesareae Leopoldino-Carolinae Naturae Curiosorum 4, 316-320	Al | Si | O | F	orthorhombic	http://www.mindat.org/min-3996.html	
gcmin:topsoeite	Topsøeite	<https://www.mindat.org/1:1:51561:4>	03.CD.05	Balic-Žunic T, Garavelli A, Mitolo D (2018) Topsøeite, FeF_3_(H_2_O)_3_, a new fumarolic mineral from the Hekla volcano, Iceland. European Journal of Mineralogy 30, 841-848	Fe | F | H | O	tetragonal	https://www.mindat.org/min-51561.html	IMA2016-113
gcmin:torbernite	Torbernite	<https://www.mindat.org/1:1:3997:6>	08.EB.05	Estner F J A, Werner A G, Karsten D L G, Leske N G (1790) Chlorit-Erde, Chlorit-Schieser, in Frenmüthige Gedanken über herrn Inspector Werners Berbesserungen in der Mineralogie: nebst einigen Bemerkungen über Herrn Assessor Karstens Beschreibung des vom sel. Leske hinterlassenen Mineralien-Cabinetts, Wappler (Wien) 28-30	Cu | U | O | P | H	tetragonal	http://www.mindat.org/min-3997.html	
gcmin:torreyite	Torreyite	<https://www.mindat.org/1:1:4000:2>	07.DD.40	Prewitt-Hopkins J (1949) X-ray study of holdenite, mooreite, and torreyite, American Mineralogist 34, 589-595	Mg | Zn | S | O | H		http://www.mindat.org/min-4000.html	
gcmin:torryweiserite	Torryweiserite	<https://www.mindat.org/1:1:55227:1>	02.CC				https://www.mindat.org/min-55227.html	
gcmin:tosudite	Tosudite	<https://www.mindat.org/1:1:4001:9>	09.EC.60	Frank-Kamenetskii V A, Logvinenko N V, Drits V A (1963) A dioctahedral mixed-layer clay mineral - tosudite, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 92, 560-565	Na | Al | Mg | Si | O | H		http://www.mindat.org/min-4001.html	
gcmin:toturite	Toturite	<https://www.mindat.org/1:1:39570:0>	09.AD.25	Galuskina I O, Galuskin E V, Dzierzanowski P, Gazeev V M, Prusik K, Pertsev N N, Winiarski A, Zadov A E, Wrzalik R (2010) Toturite Ca_3_Sn_2_Fe_2_SiO_12_ - A new mineral species of the garnet group, American Mineralogist 95, 1305-1311	Ca | Sn | Fe | Si | O	cubic	http://www.mindat.org/min-39570.html	IMA2009-033
gcmin:tounkite	Tounkite	<https://www.mindat.org/1:1:4002:6>	09.FB.05	Ivanov V G, Sapozhnikov A N, Piskunova L F, Kashayev A A (1992) Tounkite (Na,Ca,K)8(Al6Si6O24)(SO4)2Cl·H2O- a new cancrinite-like mineral, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 121, issue 2, 92-95	Na | Ca | K | Si | Al | O | S | Cl | H	hexagonal	http://www.mindat.org/min-4002.html	IMA1990-009
<https://w3id.org/geochem/1.0/mingroup/4003>	Tourmaline	<https://www.mindat.org/1:1:4003:3>					https://mindat.org/min-4003.html	
gcmin:townendite	Townendite	<https://www.mindat.org/1:1:39764:7>	09.CJ.15a	Grey I E, Macrae C M, Mumme W G, Pring A (2010) Townendite, Na_8_ZrSi_6_O_18_, a new uranium-bearing lovozerite group mineral from the Ilí­maussaq alkaline complex, Southern Greenland, American Mineralogist 95, 646-650	Na | Zr | Si | O	hexagonal	http://www.mindat.org/min-39764.html	IMA2009-066
gcmin:toyohaite	Toyohaite	<https://www.mindat.org/1:1:4004:0>	02.DA.10	Yajima J, Ohta E, Kanazawa Y (1991) Toyohaite, Ag_2_FeSn_3_S_8_, a new mineral, Mineralogical Journal 15, 222-232	Ag | Fe | Sn | S	tetragonal	http://www.mindat.org/min-4004.html	IMA1989-007
gcmin:trabzonite	Trabzonite	<https://www.mindat.org/1:1:4005:7>	09.BJ.15	Sarp H, Burri G (1987) Yeni bir mineral, trabzonit, Ca<sub>4</sub> Si<sub>3</sub> O<sub>10</sub> 2H<sub>2</sub>O, Bulletin of the Geological Society of Turkey 30, 57-60 Chemical formula revised: Armbruster T, Lazic B, Galuskina I O, Galuskin E V, Gnos E, Marzec K M, Gazeev V M (2012) Trabzonite, Ca<sub>4</sub>[Si<sub>3</sub>O<sub>9</sub>(OH)]OH: crystal structure, revised formula, new occurrence and relation to killalaite, Mineralogical Magazine 76, 455-472	Ca | Si | O | H	orthorhombic, monoclinic	http://www.mindat.org/min-4005.html	IMA1983-071a
gcmin:tranquillityite	Tranquillityite	<https://www.mindat.org/1:1:4006:4>	09.AG.90	Lovering J F, Wark D A, Reid A F, Ware N G, Keil K, Prinz M, Bunch T E, El Goresy A, Ramdohr P, Brown G M, Peckett A, Phillips R, Cameron E N, Douglas J A V, Plant A G (1971) Tranquillityite: a new silicate mineral from Apollo 11 and Apollo 12 basaltic rocks, Proceedings of the Second Lunar Science Conference 1, 39-45	Fe | Ti | Zr | Si | O	hexagonal	http://www.mindat.org/min-4006.html	IMA1971-013
gcmin:transjordanite	Transjordanite	<https://www.mindat.org/1:1:46045:7>	01.BD	Britvin, S.N., Murashko, M.N., Vapnik, Ye., Polekhovsky, Y.S. and Krivovichev, S.V. (2013) Transjordanite, IMA2013-106. CNMNC Newsletter No. 19, February 2014, page 167; Mineralogical Magazine, 78, 165-170	Ni | P	hexagonal	https://www.mindat.org/min-46045.html	IMA2013-106
gcmin:traskite	Traskite	<https://www.mindat.org/1:1:4007:1>	09.CP.05	Alfors J T, Stinson M C, Matthews R A, Pabst A (1965) Seven new barium minerals from eastern Fresno County, California, American Mineralogist 50, 314-340 Chemical formula revised: Alfors J T, Putman G W (1965) Revised chemical analyses of traskite, verplanckite and muirite from Fresno County, California, American Mineralogist 50, 1500-1503 Chemical formula revised again: Malinovskii Yu A, Pobedimskaya E A, Belov N V (1976) Crystal structure of traskite, Soviet Physics - Doklady 21, 426-428	Ba | Ca | Fe | Mn | Ti | Mg | Si | O | H | Cl	hexagonal	http://www.mindat.org/min-4007.html	IMA1964-014
gcmin:trattnerite	Trattnerite	<https://www.mindat.org/1:1:26354:4>	09.CM.05	Postl W, Walter F, Ettinger K, Hauzenberger C, Bojar H P (2004) Trattnerite, (Fe,Mg)2(Mg,Fe)3[Si12O30], a new mineral of the milarite group: mineral data and crystal structure, European Journal of Mineralogy 16, 375-380	Fe | Mg | Si | O	hexagonal	http://www.mindat.org/min-26354.html	IMA2002-002
gcmin:treasurite	Treasurite	<https://www.mindat.org/1:1:4008:8>	02.JB.40a	Makovicky E, Karup-Møller S (1977) Chemistry and crystallography of the lillianite homologous series. Part II: Definition of new minerals: eskimoite, vikingite, ourayite, and treasurite. Redefinition of schirmerite and new data on the lillianite-gustavite solid solution series, Neues Jahrbuch für Mineralogie, Abhandlungen 131, 56-82 Chemical formula revised: Moëlo Y, Makovicky E, Mozgova N N, Jambor J L, Cook N, Pring A, Paar W, Nickel E H, Graeser S, Karup-Møller S, Balic-Zunic T, Mumme W G, Vurro F, Topa D, Bindi L, Bente K, Shimizu M (2008) Sulfosalt systematics: a review. Report of the sulfosalt sub-committee of the IMA Commission on Ore Mineralogy, European Journal of Mineralogy 20, 7-46	Ag | Pb | Bi | S	monoclinic	http://www.mindat.org/min-4008.html	IMA1976-008
gcmin:trechmannite	Trechmannite	<https://www.mindat.org/1:1:4009:5>	02.GC.35	Solly R H (1905) Some new minerals from the Binnenthal, Switzerland, Mineralogical Magazine 14, 72-82	Ag | As | S	hexagonal	http://www.mindat.org/min-4009.html	
gcmin:trembathite	Trembathite	<https://www.mindat.org/1:1:4010:1>	06.GA.10	Burns P C, Hawthorne F C, Stirling J A R (1992) Trembathite, (Mg,Fe)3B7O13Cl, a new borate mineral from the Salt Springs potash deposit, Sussex, New Brunswick, The Canadian Mineralogist 30, 445-448	Mg | B | O | Cl	hexagonal	http://www.mindat.org/min-4010.html	IMA1991-018
gcmin:tremolite	Tremolite	<https://www.mindat.org/1:1:4011:8>	09.DE.10	Mineral is mentioned by its name, but not described: Höpfner J G A (1789) Ueber die Klassifikation der Fossilien in einem Schreiben des Herausgebers an Herrn Dr. Karsten in Halle, Magazin für die Naturkunde Helvetiens 4, 255-332 Named by E Pini, as described, for instance, in: Delamétherie J C (1792) Observations et mémoires sur la physique, sur l'histoire naturelle, et sur les arts et métiers. Discours préliminaire, Observations sur la Physique, sur l'Histoire Naturelle et sur les Arts 40, 2-40 Redefined: Leake B E, Woolley A R, Arps C E S, Birch W D, Gilbert M C, Grice J D, Hawthorne F C, Kato A, Kisch H J, Krivovichev V G, Linthout K, Laird J, Mandarino J A, Maresch W V, Nickel E H, Rock N M S, Schumacher J C, Smith D C, Stephenson N C N, Ungaretti L, Whittaker E J W, Youzhi G (1997) Nomenclature of amphiboles: Report of the subcommittee on amphiboles of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 219-246	Ca | Mg | Fe | Si | O | H	monoclinic	http://www.mindat.org/min-4011.html	
